name,start,end,concert
Frühjahrsvolksfest,2023-03-28 14:00:00,2023-03-28 23:00:00,0
Frühjahrsvolksfest,2023-03-29 14:00:00,2023-03-29 23:00:00,0
Frühjahrsvolksfest,2023-03-30 14:00:00,2023-03-30 23:00:00,0
Frühjahrsvolksfest,2023-03-31 14:00:00,2023-03-31 23:59:59,0
Frühjahrsvolksfest,2023-04-01 14:00:00,2023-04-01 23:59:59,0
Frühjahrsvolksfest,2023-04-02 12:00:00,2023-04-02 22:30:00,0
Residenzlauf,2023-04-30 10:30:00,2023-04-30 17:00:00,0
Afrika Festival,2023-05-26 11:00:00,2023-05-26 23:59:59,0
Weindorf,2023-05-26 11:00:00,2023-05-26 23:59:59,0
Weindorf,2023-05-27 11:00:00,2023-05-27 23:59:59,0
Afrika Festival,2023-05-27 11:00:00,2023-05-27 23:59:59,0
Weindorf,2023-05-28 11:00:00,2023-05-28 23:59:59,0
Afrika Festival,2023-05-28 11:00:00,2023-05-28 23:59:59,0
Afrika Festival,2023-05-29 11:00:00,2023-05-29 23:59:59,0
Weindorf,2023-05-29 11:00:00,2023-05-29 23:59:59,0
Weindorf,2023-05-30 11:00:00,2023-05-30 23:59:59,0
Afrika Festival,2023-05-30 11:00:00,2023-05-30 23:59:59,0
Weindorf,2023-05-31 11:00:00,2023-05-31 23:59:59,0
Weindorf,2023-06-01 11:00:00,2023-06-01 23:59:59,0
Mozartfest,2023-06-02 00:00:00,2023-06-02 23:59:00,0
Weindorf,2023-06-02 11:00:00,2023-06-02 23:59:59,0
Mozartfest,2023-06-03 00:00:00,2023-06-03 23:59:00,0
Weindorf,2023-06-03 11:00:00,2023-06-03 23:59:59,0
Mozartfest,2023-06-04 00:00:00,2023-06-04 23:59:00,0
Weindorf,2023-06-04 11:00:00,2023-06-04 23:59:59,0
Mozartfest,2023-06-05 00:00:00,2023-06-05 23:59:00,0
Mozartfest,2023-06-06 00:00:00,2023-06-06 23:59:00,0
Mozartfest,2023-06-07 00:00:00,2023-06-07 23:59:00,0
Mozartfest,2023-06-08 00:00:00,2023-06-08 23:59:00,0
Umsonst & Draußen,2023-06-08 16:30:00,2023-06-08 22:00:00,0
Mozartfest,2023-06-09 00:00:00,2023-06-09 23:59:00,0
Umsonst & Draußen,2023-06-09 16:30:00,2023-06-09 22:00:00,0
Mozartfest,2023-06-10 00:00:00,2023-06-10 23:59:00,0
Umsonst & Draußen,2023-06-10 12:30:00,2023-06-10 22:00:00,0
Mozartfest,2023-06-11 00:00:00,2023-06-11 23:59:00,0
Umsonst & Draußen,2023-06-11 10:30:00,2023-06-11 22:00:00,0
Mozartfest,2023-06-12 00:00:00,2023-06-12 23:59:00,0
Mozartfest,2023-06-13 00:00:00,2023-06-13 23:59:00,0
Mozartfest,2023-06-14 00:00:00,2023-06-14 23:59:00,0
Mozartfest,2023-06-15 00:00:00,2023-06-15 23:59:00,0
Mozartfest,2023-06-16 00:00:00,2023-06-16 23:59:00,0
Mozartfest,2023-06-17 00:00:00,2023-06-17 23:59:00,0
Mozartfest,2023-06-18 00:00:00,2023-06-18 23:59:00,0
Mozartfest,2023-06-19 00:00:00,2023-06-19 23:59:00,0
Mozartfest,2023-06-20 00:00:00,2023-06-20 23:59:00,0
Mozartfest,2023-06-21 00:00:00,2023-06-21 23:59:00,0
Mozartfest,2023-06-22 00:00:00,2023-06-22 23:59:00,0
Mozartfest,2023-06-23 00:00:00,2023-06-23 23:59:00,0
Mozartfest,2023-06-24 00:00:00,2023-06-24 23:59:00,0
Mozartfest,2023-06-25 00:00:00,2023-06-25 23:59:00,0
Mozartfest,2023-06-26 00:00:00,2023-06-26 23:59:00,0
Mozartfest,2023-06-27 00:00:00,2023-06-27 23:59:00,0
Mozartfest,2023-06-28 00:00:00,2023-06-28 23:59:00,0
Mozartfest,2023-06-29 00:00:00,2023-06-29 23:59:00,0
Mozartfest,2023-06-30 00:00:00,2023-06-30 23:59:00,0
Kiliani,2023-06-30 14:00:00,2023-07-01 01:00:00,0
Hofgarten Weinfest,2023-06-30 16:00:00,2023-06-30 23:59:59,0
Mozartfest,2023-07-01 00:00:00,2023-07-01 23:59:00,0
Kiliani,2023-07-01 14:00:00,2023-07-02 01:00:00,0
Hofgarten Weinfest,2023-07-01 16:00:00,2023-07-01 23:59:59,0
Mozartfest,2023-07-02 00:00:00,2023-07-02 23:59:00,0
Kiliani,2023-07-02 12:00:00,2023-07-03 01:00:00,0
Hofgarten Weinfest,2023-07-02 16:00:00,2023-07-02 23:59:59,0
Kiliani,2023-07-03 14:00:00,2023-07-03 23:59:59,0
Hofgarten Weinfest,2023-07-03 16:00:00,2023-07-03 23:59:59,0
Kiliani,2023-07-04 14:00:00,2023-07-04 23:59:59,0
Hofgarten Weinfest,2023-07-04 16:00:00,2023-07-04 23:59:59,0
Kiliani,2023-07-05 14:00:00,2023-07-05 23:59:59,0
Hofgarten Weinfest,2023-07-05 16:00:00,2023-07-05 23:59:59,0
Kiliani,2023-07-06 14:00:00,2023-07-06 23:59:59,0
Hofgarten Weinfest,2023-07-06 16:00:00,2023-07-06 23:59:59,0
Kiliani,2023-07-07 14:00:00,2023-07-08 01:00:00,0
Hofgarten Weinfest,2023-07-07 16:00:00,2023-07-07 23:59:59,0
Kiliani,2023-07-08 14:00:00,2023-07-09 01:00:00,0
Hofgarten Weinfest,2023-07-08 16:00:00,2023-07-08 23:59:59,0
Kiliani,2023-07-09 12:00:00,2023-07-10 01:00:00,0
Hofgarten Weinfest,2023-07-09 16:00:00,2023-07-09 23:59:59,0
Kiliani,2023-07-10 14:00:00,2023-07-10 23:59:59,0
Kiliani,2023-07-11 14:00:00,2023-07-11 23:59:59,0
Kiliani,2023-07-12 14:00:00,2023-07-12 23:59:59,0
Wein am Stein,2023-07-12 16:30:00,2023-07-12 23:59:59,0
Kiliani,2023-07-13 14:00:00,2023-07-13 23:59:59,0
Wein am Stein,2023-07-13 16:30:00,2023-07-13 23:59:59,0
Kiliani,2023-07-14 14:00:00,2023-07-15 01:00:00,0
Wein am Stein,2023-07-14 16:30:00,2023-07-14 23:59:59,0
Kiliani,2023-07-15 14:00:00,2023-07-16 01:00:00,0
Wein am Stein,2023-07-15 15:30:00,2023-07-15 23:59:59,0
Kiliani,2023-07-16 12:00:00,2023-07-17 01:00:00,0
Wein am Stein,2023-07-16 15:30:00,2023-07-16 23:59:59,0
Wein am Stein,2023-07-17 16:30:00,2023-07-17 23:59:59,0
Wein am Stein,2023-07-18 16:30:00,2023-07-18 23:59:59,0
Wein am Stein,2023-07-19 16:30:00,2023-07-19 23:59:59,0
Wein am Stein,2023-07-20 16:30:00,2023-07-20 23:59:59,0
Hafensommer,2023-07-21 00:00:00,2023-07-21 23:59:00,0
Wein am Stein,2023-07-21 16:30:00,2023-07-21 23:59:59,0
Hafensommer,2023-07-22 00:00:00,2023-07-22 23:59:00,0
Wein am Stein,2023-07-22 15:30:00,2023-07-22 23:59:59,0
Hafensommer,2023-07-23 00:00:00,2023-07-23 23:59:00,0
Wein am Stein,2023-07-23 15:30:00,2023-07-23 23:59:59,0
Hafensommer,2023-07-24 00:00:00,2023-07-24 23:59:00,0
Wein am Stein,2023-07-24 16:30:00,2023-07-24 23:59:59,0
Hafensommer,2023-07-25 00:00:00,2023-07-25 23:59:00,0
Wein am Stein,2023-07-25 16:30:00,2023-07-25 23:59:59,0
Hafensommer,2023-07-26 00:00:00,2023-07-26 23:59:00,0
Wein am Stein,2023-07-26 16:30:00,2023-07-26 23:59:59,0
Hafensommer,2023-07-27 00:00:00,2023-07-27 23:59:00,0
Wein am Stein,2023-07-27 16:30:00,2023-07-27 23:59:59,0
Hafensommer,2023-07-28 00:00:00,2023-07-28 23:59:00,0
Wein am Stein,2023-07-28 16:30:00,2023-07-28 23:59:59,0
Hafensommer,2023-07-29 00:00:00,2023-07-29 23:59:00,0
Wein am Stein,2023-07-29 15:30:00,2023-07-29 23:59:59,0
Hafensommer,2023-07-30 00:00:00,2023-07-30 23:59:00,0
Hafensommer,2023-07-31 00:00:00,2023-07-31 23:59:00,0
Hafensommer,2023-08-01 00:00:00,2023-08-01 23:59:00,0
Hafensommer,2023-08-02 00:00:00,2023-08-02 23:59:00,0
Hafensommer,2023-08-03 00:00:00,2023-08-03 23:59:00,0
Hafensommer,2023-08-04 00:00:00,2023-08-04 23:59:00,0
Hafensommer,2023-08-05 00:00:00,2023-08-05 23:59:00,0
Hafensommer,2023-08-06 00:00:00,2023-08-06 23:59:00,0
Konzert Apache,2023-08-11 17:00:00,2023-08-11 23:00:00,1
Konzert Andreas Ga,2023-08-12 17:30:00,2023-08-12 23:00:00,1
Weinparade,2023-08-24 11:00:00,2023-08-24 23:00:00,0
Weinparade,2023-08-25 11:00:00,2023-08-25 23:30:00,0
Weinparade,2023-08-26 11:00:00,2023-08-26 23:30:00,0
Weinparade,2023-08-27 11:00:00,2023-08-27 23:00:00,0
Weinparade,2023-08-28 11:00:00,2023-08-28 23:00:00,0
Weinparade,2023-08-29 11:00:00,2023-08-29 23:00:00,0
Weinparade,2023-08-30 11:00:00,2023-08-30 23:00:00,0
Weinparade,2023-08-31 11:00:00,2023-08-31 23:00:00,0
Weinparade,2023-09-01 11:00:00,2023-09-01 23:30:00,0
Konzert Sven Väth,2023-09-01 17:00:00,2023-09-01 23:00:00,1
Weinparade,2023-09-02 11:00:00,2023-09-02 23:30:00,0
Weinparade,2023-09-03 11:00:00,2023-09-03 23:00:00,0
Stramu,2023-09-08 15:00:00,2023-09-08 22:00:00,0
Stramu,2023-09-09 12:00:00,2023-09-09 22:00:00,0
Stramu,2023-09-10 12:00:00,2023-09-10 22:00:00,0
Stadtfest,2023-09-15 15:00:00,2023-09-15 23:00:00,0
Stadtfest,2023-09-16 10:00:00,2023-09-16 23:00:00,0
Mantelsonntag,2023-10-29 13:00:00,2023-10-29 18:00:00,0
Black Friday,2023-11-24 10:00:00,2023-11-24 20:00:00,0
Weihnachtsmarkt,2023-12-01 10:00:00,2023-12-01 20:30:00,0
Weihnachtsmarkt,2023-12-02 10:00:00,2023-12-02 20:30:00,0
Lichterglanz,2023-12-02 18:00:00,2023-12-02 23:00:00,0
Weihnachtsmarkt,2023-12-03 11:00:00,2023-12-03 20:30:00,0
Weihnachtsmarkt,2023-12-04 10:00:00,2023-12-04 20:30:00,0
Weihnachtsmarkt,2023-12-05 10:00:00,2023-12-05 20:30:00,0
Weihnachtsmarkt,2023-12-06 10:00:00,2023-12-06 20:30:00,0
Weihnachtsmarkt,2023-12-07 10:00:00,2023-12-07 20:30:00,0
Weihnachtsmarkt,2023-12-08 10:00:00,2023-12-08 20:30:00,0
Weihnachtsmarkt,2023-12-09 10:00:00,2023-12-09 20:30:00,0
Weihnachtsmarkt,2023-12-10 11:00:00,2023-12-10 20:30:00,0
Weihnachtsmarkt,2023-12-11 10:00:00,2023-12-11 20:30:00,0
Weihnachtsmarkt,2023-12-12 10:00:00,2023-12-12 20:30:00,0
Weihnachtsmarkt,2023-12-13 10:00:00,2023-12-13 20:30:00,0
Weihnachtsmarkt,2023-12-14 10:00:00,2023-12-14 20:30:00,0
Weihnachtsmarkt,2023-12-15 10:00:00,2023-12-15 20:30:00,0
Weihnachtsmarkt,2023-12-16 10:00:00,2023-12-16 20:30:00,0
Weihnachtsmarkt,2023-12-17 11:00:00,2023-12-17 20:30:00,0
Weihnachtsmarkt,2023-12-18 10:00:00,2023-12-18 20:30:00,0
Weihnachtsmarkt,2023-12-19 10:00:00,2023-12-19 20:30:00,0
Weihnachtsmarkt,2023-12-20 10:00:00,2023-12-20 20:30:00,0
Weihnachtsmarkt,2023-12-21 10:00:00,2023-12-21 20:30:00,0
Weihnachtsmarkt,2023-12-22 10:00:00,2023-12-22 20:30:00,0
Weihnachtsmarkt,2023-12-23 10:00:00,2023-12-23 20:30:00,0
Faschingszug ,2024-02-11 12:00:00,2024-02-11 23:59:59,0
Residenzlauf,2024-04-28 10:30:00,2024-04-28 17:00:00,0
Mozartfest,2024-05-24 00:00:00,2024-05-24 23:59:00,0
Mozartfest,2024-05-25 00:00:00,2024-05-25 23:59:00,0
Mozartfest,2024-05-26 00:00:00,2024-05-26 23:59:00,0
Mozartfest,2024-05-27 00:00:00,2024-05-27 23:59:00,0
Mozartfest,2024-05-28 00:00:00,2024-05-28 23:59:00,0
Mozartfest,2024-05-29 00:00:00,2024-05-29 23:59:00,0
Weindorf,2024-05-29 11:00:00,2024-05-29 23:59:59,0
Mozartfest,2024-05-30 00:00:00,2024-05-30 23:59:00,0
Weindorf,2024-05-30 11:00:00,2024-05-30 23:59:59,0
Afrika Festival,2024-05-30 11:00:00,2024-05-30 23:59:59,0
Mozartfest,2024-05-31 00:00:00,2024-05-31 23:59:00,0
Afrika Festival,2024-05-31 11:00:00,2024-05-31 23:59:59,0
Weindorf,2024-05-31 11:00:00,2024-05-31 23:59:59,0
Mozartfest,2024-06-01 00:00:00,2024-06-01 23:59:00,0
Afrika Festival,2024-06-01 11:00:00,2024-06-01 23:59:59,0
Weindorf,2024-06-01 11:00:00,2024-06-01 23:59:59,0
Mozartfest,2024-06-02 00:00:00,2024-06-02 23:59:00,0
Afrika Festival,2024-06-02 11:00:00,2024-06-02 23:59:59,0
Weindorf,2024-06-02 11:00:00,2024-06-02 23:59:59,0
Mozartfest,2024-06-03 00:00:00,2024-06-03 23:59:00,0
Weindorf,2024-06-03 11:00:00,2024-06-03 23:59:59,0
Mozartfest,2024-06-04 00:00:00,2024-06-04 23:59:00,0
Weindorf,2024-06-04 11:00:00,2024-06-04 23:59:59,0
Mozartfest,2024-06-05 00:00:00,2024-06-05 23:59:00,0
Weindorf,2024-06-05 11:00:00,2024-06-05 23:59:59,0
Mozartfest,2024-06-06 00:00:00,2024-06-06 23:59:00,0
Weindorf,2024-06-06 11:00:00,2024-06-06 23:59:59,0
Mozartfest,2024-06-07 00:00:00,2024-06-07 23:59:00,0
Weindorf,2024-06-07 11:00:00,2024-06-07 23:59:59,0
Mozartfest,2024-06-08 00:00:00,2024-06-08 23:59:00,0
Weindorf,2024-06-08 11:00:00,2024-06-08 23:59:59,0
Mozartfest,2024-06-09 00:00:00,2024-06-09 23:59:00,0
Weindorf,2024-06-09 11:00:00,2024-06-09 23:59:59,0
Mozartfest,2024-06-10 00:00:00,2024-06-10 23:59:00,0
Mozartfest,2024-06-11 00:00:00,2024-06-11 23:59:00,0
Mozartfest,2024-06-12 00:00:00,2024-06-12 23:59:00,0
Mozartfest,2024-06-13 00:00:00,2024-06-13 23:59:00,0
Mozartfest,2024-06-14 00:00:00,2024-06-14 23:59:00,0
Mozartfest,2024-06-15 00:00:00,2024-06-15 23:59:00,0
Mozartfest,2024-06-16 00:00:00,2024-06-16 23:59:00,0
Mozartfest,2024-06-17 00:00:00,2024-06-17 23:59:00,0
Mozartfest,2024-06-18 00:00:00,2024-06-18 23:59:00,0
Mozartfest,2024-06-19 00:00:00,2024-06-19 23:59:00,0
Mozartfest,2024-06-20 00:00:00,2024-06-20 23:59:00,0
Umsonst & Draußen,2024-06-20 16:30:00,2024-06-20 22:00:00,0
Mozartfest,2024-06-21 00:00:00,2024-06-21 23:59:00,0
Umsonst & Draußen,2024-06-21 16:30:00,2024-06-21 22:00:00,0
Mozartfest,2024-06-22 00:00:00,2024-06-22 23:59:00,0
Umsonst & Draußen,2024-06-22 12:30:00,2024-06-22 22:00:00,0
Mozartfest,2024-06-23 00:00:00,2024-06-23 23:59:00,0
Umsonst & Draußen,2024-06-23 10:30:00,2024-06-23 22:00:00,0
Hofgarten Weinfest,2024-06-28 16:00:00,2024-06-28 23:59:59,0
Hofgarten Weinfest,2024-06-29 16:00:00,2024-06-29 23:59:59,0
Hofgarten Weinfest,2024-06-30 16:00:00,2024-06-30 23:59:59,0
Hofgarten Weinfest,2024-07-01 16:00:00,2024-07-01 23:59:59,0
Hofgarten Weinfest,2024-07-02 16:00:00,2024-07-02 23:59:59,0
Hofgarten Weinfest,2024-07-03 16:00:00,2024-07-03 23:59:59,0
Hofgarten Weinfest,2024-07-04 16:00:00,2024-07-04 23:59:59,0
Kiliani,2024-07-05 14:00:00,2024-07-06 01:00:00,0
Hofgarten Weinfest,2024-07-05 16:00:00,2024-07-05 23:59:59,0
Kiliani,2024-07-06 14:00:00,2024-07-07 01:00:00,0
Hofgarten Weinfest,2024-07-06 16:00:00,2024-07-06 23:59:59,0
Kiliani,2024-07-07 12:00:00,2024-07-08 01:00:00,0
Hofgarten Weinfest,2024-07-07 16:00:00,2024-07-07 23:59:59,0
Kiliani,2024-07-08 14:00:00,2024-07-08 23:59:59,0
Kiliani,2024-07-09 14:00:00,2024-07-09 23:59:59,0
Kiliani,2024-07-10 14:00:00,2024-07-10 23:59:59,0
Kiliani,2024-07-11 14:00:00,2024-07-11 23:59:59,0
Wein am Stein,2024-07-11 16:30:00,2024-07-11 23:59:59,0
Kiliani,2024-07-12 14:00:00,2024-07-13 01:00:00,0
Wein am Stein,2024-07-12 16:30:00,2024-07-12 23:59:59,0
Kiliani,2024-07-13 14:00:00,2024-07-14 01:00:00,0
Wein am Stein,2024-07-13 15:30:00,2024-07-13 23:59:59,0
Kiliani,2024-07-14 12:00:00,2024-07-15 01:00:00,0
Wein am Stein,2024-07-14 15:30:00,2024-07-14 23:59:59,0
Kiliani,2024-07-15 14:00:00,2024-07-15 23:59:59,0
Wein am Stein,2024-07-15 16:30:00,2024-07-15 23:59:59,0
Kiliani,2024-07-16 14:00:00,2024-07-16 23:59:59,0
Wein am Stein,2024-07-16 16:30:00,2024-07-16 23:59:59,0
Kiliani,2024-07-17 14:00:00,2024-07-17 23:59:59,0
Wein am Stein,2024-07-17 16:30:00,2024-07-17 23:59:59,0
Kiliani,2024-07-18 14:00:00,2024-07-18 23:59:59,0
Wein am Stein,2024-07-18 16:30:00,2024-07-18 23:59:59,0
Hafensommer,2024-07-19 00:00:00,2024-07-19 23:59:00,0
Kiliani,2024-07-19 14:00:00,2024-07-20 01:00:00,0
Wein am Stein,2024-07-19 16:30:00,2024-07-19 23:59:59,0
Hafensommer,2024-07-20 00:00:00,2024-07-20 23:59:00,0
Kiliani,2024-07-20 14:00:00,2024-07-21 01:00:00,0
Wein am Stein,2024-07-20 15:30:00,2024-07-20 23:59:59,0
Hafensommer,2024-07-21 00:00:00,2024-07-21 23:59:00,0
Kiliani,2024-07-21 12:00:00,2024-07-22 01:00:00,0
Wein am Stein,2024-07-21 15:30:00,2024-07-21 23:59:59,0
Hafensommer,2024-07-22 00:00:00,2024-07-22 23:59:00,0
Wein am Stein,2024-07-22 16:30:00,2024-07-22 23:59:59,0
Hafensommer,2024-07-23 00:00:00,2024-07-23 23:59:00,0
Wein am Stein,2024-07-23 16:30:00,2024-07-23 23:59:59,0
Hafensommer,2024-07-24 00:00:00,2024-07-24 23:59:00,0
Wein am Stein,2024-07-24 16:30:00,2024-07-24 23:59:59,0
Hafensommer,2024-07-25 00:00:00,2024-07-25 23:59:00,0
Wein am Stein,2024-07-25 16:30:00,2024-07-25 23:59:59,0
Hafensommer,2024-07-26 00:00:00,2024-07-26 23:59:00,0
Wein am Stein,2024-07-26 16:30:00,2024-07-26 23:59:59,0
Hafensommer,2024-07-27 00:00:00,2024-07-27 23:59:00,0
Wein am Stein,2024-07-27 15:30:00,2024-07-27 23:59:59,0
Hafensommer,2024-07-28 00:00:00,2024-07-28 23:59:00,0
Wein am Stein,2024-07-28 15:30:00,2024-07-28 23:59:59,0
Hafensommer,2024-07-29 00:00:00,2024-07-29 23:59:00,0
Hafensommer,2024-07-30 00:00:00,2024-07-30 23:59:00,0
Hafensommer,2024-07-31 00:00:00,2024-07-31 23:59:00,0
Hafensommer,2024-08-01 00:00:00,2024-08-01 23:59:00,0
Hafensommer,2024-08-02 00:00:00,2024-08-02 23:59:00,0
Hafensommer,2024-08-03 00:00:00,2024-08-03 23:59:00,0
Hafensommer,2024-08-04 00:00:00,2024-08-04 23:59:00,0
Weinparade,2024-08-22 11:00:00,2024-08-22 23:00:00,0
Weinparade,2024-08-23 11:00:00,2024-08-23 23:30:00,0
Weinparade,2024-08-24 11:00:00,2024-08-24 23:30:00,0
Weinparade,2024-08-25 11:00:00,2024-08-25 23:00:00,0
Weinparade,2024-08-26 11:00:00,2024-08-26 23:00:00,0
Weinparade,2024-08-27 11:00:00,2024-08-27 23:00:00,0
Weinparade,2024-08-28 11:00:00,2024-08-28 23:00:00,0
Weinparade,2024-08-29 11:00:00,2024-08-29 23:00:00,0
Weinparade,2024-08-30 11:00:00,2024-08-30 23:30:00,0
Weinparade,2024-08-31 11:00:00,2024-08-31 23:30:00,0
Weinparade,2024-09-01 11:00:00,2024-09-01 23:00:00,0
Stramu,2024-09-06 15:00:00,2024-09-06 22:00:00,0
Stramu,2024-09-07 12:00:00,2024-09-07 22:00:00,0
Stramu,2024-09-08 12:00:00,2024-09-08 22:00:00,0
Stadtfest,2024-09-13 15:00:00,2024-09-13 23:00:00,0
Stadtfest,2024-09-14 10:00:00,2024-09-14 23:00:00,0
Mantelsonntag,2024-10-27 13:00:00,2024-10-27 18:00:00,0
Black Friday,2024-11-29 10:00:00,2024-11-29 20:00:00,0
Weihnachtsmarkt,2024-11-29 10:00:00,2024-11-29 20:30:00,0
Weihnachtsmarkt,2024-11-30 10:00:00,2024-11-30 20:30:00,0
Lichterglanz,2024-11-30 18:00:00,2024-11-30 23:00:00,0
Weihnachtsmarkt,2024-12-01 11:00:00,2024-12-01 20:30:00,0
Weihnachtsmarkt,2024-12-02 10:00:00,2024-12-02 20:30:00,0
Weihnachtsmarkt,2024-12-03 10:00:00,2024-12-03 20:30:00,0
Weihnachtsmarkt,2024-12-04 10:00:00,2024-12-04 20:30:00,0
Weihnachtsmarkt,2024-12-05 10:00:00,2024-12-05 20:30:00,0
Weihnachtsmarkt,2024-12-06 10:00:00,2024-12-06 20:30:00,0
Weihnachtsmarkt,2024-12-07 10:00:00,2024-12-07 20:30:00,0
Weihnachtsmarkt,2024-12-08 11:00:00,2024-12-08 20:30:00,0
Weihnachtsmarkt,2024-12-09 10:00:00,2024-12-09 20:30:00,0
Weihnachtsmarkt,2024-12-10 10:00:00,2024-12-10 20:30:00,0
Weihnachtsmarkt,2024-12-11 10:00:00,2024-12-11 20:30:00,0
Weihnachtsmarkt,2024-12-12 10:00:00,2024-12-12 20:30:00,0
Weihnachtsmarkt,2024-12-13 10:00:00,2024-12-13 20:30:00,0
Weihnachtsmarkt,2024-12-14 10:00:00,2024-12-14 20:30:00,0
Weihnachtsmarkt,2024-12-15 11:00:00,2024-12-15 20:30:00,0
Weihnachtsmarkt,2024-12-16 10:00:00,2024-12-16 20:30:00,0
Weihnachtsmarkt,2024-12-17 10:00:00,2024-12-17 20:30:00,0
Weihnachtsmarkt,2024-12-18 10:00:00,2024-12-18 20:30:00,0
Weihnachtsmarkt,2024-12-19 10:00:00,2024-12-19 20:30:00,0
Weihnachtsmarkt,2024-12-20 10:00:00,2024-12-20 20:30:00,0
Weihnachtsmarkt,2024-12-21 10:00:00,2024-12-21 20:30:00,0
Weihnachtsmarkt,2024-12-22 11:00:00,2024-12-22 20:30:00,0
Weihnachtsmarkt,2024-12-23 10:00:00,2024-12-23 20:30:00,0
Faschingszug,2025-03-02 11:55:00,2025-03-02 23:59:00,0
Faschingszug,2025-03-02 11:55:00,2025-03-02 23:59:00,0
Frühjahrsvolksfest,2025-03-29 14:00:00,2025-04-13 22:30:00,0
Frühjahrsvolksfest,2025-03-29 14:00:00,2025-03-29 23:59:00,0
Frühjahrsvolksfest,2025-03-29 14:00:00,2025-03-29 23:59:00,0
Frühjahrsvolksfest,2025-03-29 14:00:00,2025-04-13 22:30:00,0
Frühjahrsvolksfest,2025-03-29 14:00:00,2025-03-29 23:59:00,0
Frühjahrsvolksfest,2025-03-30 12:00:00,2025-03-30 22:30:00,0
Frühjahrsvolksfest,2025-03-30 12:00:00,2025-03-30 22:30:00,0
Frühjahrsvolksfest,2025-03-30 12:00:00,2025-03-30 22:30:00,0
Frühjahrsvolksfest,2025-03-31 14:00:00,2025-03-31 23:00:00,0
Frühjahrsvolksfest,2025-03-31 14:00:00,2025-03-31 23:00:00,0
Frühjahrsvolksfest,2025-03-31 14:00:00,2025-03-31 23:00:00,0
Frühjahrsvolksfest,2025-04-01 14:00:00,2025-04-01 23:00:00,0
Frühjahrsvolksfest,2025-04-01 14:00:00,2025-04-01 23:00:00,0
Frühjahrsvolksfest,2025-04-01 14:00:00,2025-04-01 23:00:00,0
Frühjahrsvolksfest,2025-04-02 14:00:00,2025-04-02 23:00:00,0
Frühjahrsvolksfest,2025-04-02 14:00:00,2025-04-02 23:00:00,0
Frühjahrsvolksfest,2025-04-02 14:00:00,2025-04-02 23:00:00,0
Frühjahrsvolksfest,2025-04-03 14:00:00,2025-04-03 23:00:00,0
Frühjahrsvolksfest,2025-04-03 14:00:00,2025-04-03 23:00:00,0
Frühjahrsvolksfest,2025-04-03 14:00:00,2025-04-03 23:00:00,0
Frühjahrsvolksfest,2025-04-04 14:00:00,2025-04-04 23:59:00,0
Frühjahrsvolksfest,2025-04-04 14:00:00,2025-04-04 23:59:00,0
Frühjahrsvolksfest,2025-04-04 14:00:00,2025-04-04 23:59:00,0
Frühjahrsvolksfest,2025-04-05 14:00:00,2025-04-05 23:59:00,0
Frühjahrsvolksfest,2025-04-05 14:00:00,2025-04-05 23:59:00,0
Frühjahrsvolksfest,2025-04-05 14:00:00,2025-04-05 23:59:00,0
Residenzlauf,2025-04-06 10:30:00,2025-04-06 17:00:00,0
Residenzlauf,2025-04-06 10:30:00,2025-04-06 17:00:00,0
Frühjahrsvolksfest,2025-04-06 12:00:00,2025-04-06 22:30:00,0
Frühjahrsvolksfest,2025-04-06 12:00:00,2025-04-06 22:30:00,0
Frühjahrsvolksfest,2025-04-06 12:00:00,2025-04-06 22:30:00,0
Frühjahrsvolksfest,2025-04-07 14:00:00,2025-04-07 23:00:00,0
Frühjahrsvolksfest,2025-04-07 14:00:00,2025-04-07 23:00:00,0
Frühjahrsvolksfest,2025-04-07 14:00:00,2025-04-07 23:00:00,0
Frühjahrsvolksfest,2025-04-08 14:00:00,2025-04-08 23:00:00,0
Frühjahrsvolksfest,2025-04-08 14:00:00,2025-04-08 23:00:00,0
Frühjahrsvolksfest,2025-04-08 14:00:00,2025-04-08 23:00:00,0
Frühjahrsvolksfest,2025-04-09 14:00:00,2025-04-09 23:00:00,0
Frühjahrsvolksfest,2025-04-09 14:00:00,2025-04-09 23:00:00,0
Frühjahrsvolksfest,2025-04-09 14:00:00,2025-04-09 23:00:00,0
Frühjahrsvolksfest,2025-04-10 14:00:00,2025-04-10 23:00:00,0
Frühjahrsvolksfest,2025-04-10 14:00:00,2025-04-10 23:00:00,0
Frühjahrsvolksfest,2025-04-10 14:00:00,2025-04-10 23:00:00,0
Frühjahrsvolksfest,2025-04-11 14:00:00,2025-04-11 23:59:00,0
Frühjahrsvolksfest,2025-04-11 14:00:00,2025-04-11 23:59:00,0
Frühjahrsvolksfest,2025-04-11 14:00:00,2025-04-11 23:59:00,0
Frühjahrsvolksfest,2025-04-12 14:00:00,2025-04-12 23:59:00,0
Frühjahrsvolksfest,2025-04-12 14:00:00,2025-04-12 23:59:00,0
Frühjahrsvolksfest,2025-04-12 14:00:00,2025-04-12 23:59:00,0
Frühjahrsvolksfest,2025-04-13 12:00:00,2025-04-13 22:30:00,0
Frühjahrsvolksfest,2025-04-13 12:00:00,2025-04-13 22:30:00,0
Frühjahrsvolksfest,2025-04-13 12:00:00,2025-04-13 22:30:00,0
Mozartfest,2025-05-24 00:00:00,2025-06-23 23:59:00,0
Mozartfest,2025-05-24 00:00:00,2025-06-23 23:59:00,0
Weindorf,2025-05-28 17:00:00,2025-05-28 23:59:00,0
